W3.ID,City/Region (S6.1),State/Province,State/Country (S6.2),Year (S8.2),Country Population,Population Million,Climate Pattern,Precipitation ,Temperature C ,Area (km2),Pop. Density,Household Size ,Urbanization (%),Expense (% of GDP),Unemployment (%),Age (15-64) %,Age (65+) %,Per Capita Energy Demand ,Energy Demand  (Million kWh) ,Country GDP/Capita 2015 $ ,Service,Service GDP%,Education Index (HDI) ,Sustainability Index,Waste Regulations 
384,,,Belgium,2010, 10.90 ,10.904,Cfb,f,Cb," 30,280 ",360.1,2.34,97.65,51.44,8.29,65.78,17.33," 8,283 "," 90,251 "," 39,762 ",67.7,75.7,0.87,82.19,Yes
385,,,Belgium,2011, 11.04 ,11.040,Cfb,f,Cb," 30,280 ",364.6,2.34,97.70,51.54,7.14,65.65,17.43," 7,933 "," 87,567 "," 39,913 ",68.0,75.7,0.87,82.19,Yes
386,,,Belgium,2012, 11.11 ,11.110,Cfb,f,Cb," 30,280 ",366.9,2.34,97.74,51.94,7.54,65.47,17.59," 7,923 "," 87,998 "," 39,960 ",68.5,75.7,0.87,82.19,Yes
387,,,Belgium,2013, 11.16 ,11.163,Cfb,f,Cb," 30,280 ",368.7,2.34,97.79,52.46,8.43,65.26,17.79," 7,901 "," 88,169 "," 39,954 ",68.8,77.3,0.88,82.19,Yes
388,,,Belgium,2014, 11.21 ,11.205,Cfb,f,Cb," 30,280 ",370.0,2.34,97.83,51.81,8.52,65.05,17.98," 7,661 "," 85,873 "," 40,405 ",69.2,77.3,0.88,82.19,Yes
389,,,Belgium,2015, 11.27 ,11.269,Cfb,f,Cb," 30,280 ",372.2,2.34,97.88,51.34,8.48,64.85,18.14," 7,709 "," 86,918 "," 40,992 ",69.2,77.3,0.89,82.19,Yes
390,,,Belgium,2016, 11.33 ,11.327,Cfb,f,Cb," 30,280 ",374.1,2.34,97.92,51.29,7.83,64.61,18.37," 7,692 "," 87,165 "," 41,301 ",69.4,77.3,0.89,82.19,Yes
391,,,Belgium,2017, 11.38 ,11.367,Cfb,f,Cb," 30,280 ",375.4,2.34,97.96,51.47,7.09,64.38,18.58," 7,706 "," 87,653 "," 41,810 ",69.3,78.2,0.90,82.19,Yes
392,,,Belgium,2018, 11.43 ,11.435,Cfb,f,Cb," 30,280 ",377.6,2.34,98.00,51.78,5.95,64.16,18.79," 7,698 "," 87,961 "," 42,364 ",69.6,78.2,0.90,82.19,Yes
393,,,Belgium,2019, 11.49 ,11.488,Cfb,f,Cb," 30,280 ",379.4,2.34,98.04,51.40,5.36,63.94,19.01," 7,977 "," 91,643 "," 42,888 ",69.4,77.9,0.90,82.19,Yes
394,,,Bulgaria,1995, 8.41 ,8.412,Cfa,f,Ca," 110,630 ",76.0,2.75,67.78,57.51,11.10,66.98,15.11," 4,424 "," 37,192 "," 3,944 ",65.3,70.7,0.65,73.81,Yes
395,,,Bulgaria,1996, 8.36 ,8.358,Cfa,f,Ca," 110,630 ",75.5,2.75,68.01,73.82,12.50,67.13,15.49," 4,542 "," 37,985 "," 4,168 ",65.9,70.7,0.66,73.81,Yes
396,,,Bulgaria,1997, 8.31 ,8.306,Cfa,f,Ca," 110,630 ",75.1,2.75,68.23,65.44,13.70,67.24,15.84," 4,160 "," 34,580 "," 3,598 ",49.1,70.7,0.67,73.81,Yes
397,,,Bulgaria,1998, 8.26 ,8.257,Cfa,f,Ca," 110,630 ",74.6,2.75,68.45,56.11,12.20,67.35,16.15," 4,027 "," 33,251 "," 3,777 ",54.4,70.7,0.67,73.81,Yes
398,,,Bulgaria,1999, 8.21 ,8.211,Cfa,f,Ca," 110,630 ",74.2,2.75,68.68,65.13,14.10,67.50,16.41," 3,874 "," 31,804 "," 3,484 ",53.4,70.7,0.68,73.81,Yes
399,,,Bulgaria,2000, 8.17 ,8.167,Cfa,f,Ca," 110,630 ",73.8,2.75,68.90,66.48,16.22,67.75,16.59," 3,871 "," 31,629 "," 3,669 ",54.0,62.9,0.68,73.81,Yes
400,,,Bulgaria,2001, 8.01 ,8.008,Cfa,f,Ca," 110,630 ",72.4,2.75,69.17,68.60,19.92,67.97,16.86," 4,001 "," 32,045 "," 3,885 ",53.5,62.9,0.69,73.81,Yes
401,,,Bulgaria,2002, 7.84 ,7.832,Cfa,f,Ca," 108,800 ",72.0,2.34,69.52,68.27,18.11,68.23,17.04," 4,031 "," 31,588 "," 4,207 ",55.3,62.9,0.69,73.81,Yes
402,,,Bulgaria,2003, 7.78 ,7.778,Cfa,f,Ca," 108,770 ",71.5,2.34,69.88,68.00,13.73,68.52,17.17," 4,180 "," 32,504 "," 4,459 ",53.9,62.9,0.71,73.81,Yes
403,,,Bulgaria,2004, 7.72 ,7.711,Cfa,f,Ca," 108,760 ",70.9,2.34,70.23,68.36,12.04,68.80,17.27," 4,066 "," 31,378 "," 4,782 ",54.1,62.9,0.71,73.81,Yes
404,,,Bulgaria,2008, 7.49 ,7.489,Cfa,f,Ca," 108,610 ",69.0,2.34,71.62,65.63,5.61,68.89,17.70," 4,623 "," 34,640 "," 6,372 ",53.3,68.6,0.75,73.81,Yes
405,,,Bulgaria,2009, 7.44 ,7.440,Cfa,f,Ca," 108,560 ",68.5,2.34,71.96,62.98,6.82,68.71,17.86," 4,410 "," 32,829 "," 6,196 ",56.1,68.6,0.75,73.81,Yes
406,,,Bulgaria,2010, 7.40 ,7.390,Cfa,f,Ca," 108,560 ",68.1,2.34,72.30,64.17,10.28,68.43,18.08," 4,439 "," 32,829 "," 6,272 ",59.5,68.6,0.76,73.81,Yes
407,,,Bulgaria,2011, 7.35 ,7.346,Cfa,f,Ca," 108,560 ",67.7,2.34,72.64,62.64,11.26,67.92,18.41," 4,634 "," 34,055 "," 6,461 ",57.6,68.6,0.77,73.81,Yes
408,,,Bulgaria,2012, 7.31 ,7.313,Cfa,f,Ca," 108,560 ",67.4,2.34,72.98,65.61,12.27,67.38,18.81," 4,579 "," 33,454 "," 6,522 ",57.2,68.6,0.77,73.81,Yes
409,,,Bulgaria,2013, 7.27 ,7.257,Cfa,f,Ca," 108,560 ",66.8,2.34,73.31,62.48,12.94,66.81,19.25," 4,477 "," 32,524 "," 6,580 ",58.2,67.9,0.79,73.81,Yes
410,,,Bulgaria,2014, 7.22 ,7.222,Cfa,f,Ca," 108,560 ",66.5,2.34,73.65,62.75,11.42,66.24,19.66," 4,562 "," 32,953 "," 6,742 ",58.7,67.9,0.79,73.81,Yes
411,,,Bulgaria,2015, 7.18 ,7.186,Cfa,f,Ca," 108,560 ",66.2,2.34,73.99,62.02,9.14,65.71,20.02," 4,656 "," 33,424 "," 7,056 ",58.3,67.9,0.79,73.81,Yes
412,,,Bulgaria,2016, 7.13 ,7.131,Cfa,f,Ca," 108,560 ",65.7,2.34,74.33,60.56,7.57,65.25,20.43," 4,747 "," 33,834 "," 7,377 ",57.6,67.9,0.79,73.81,Yes
413,,,Bulgaria,2017, 7.08 ,7.080,Cfa,f,Ca," 108,560 ",65.2,2.34,74.67,60.31,6.16,64.80,20.76," 4,935 "," 34,921 "," 7,691 ",58.0,70.3,0.79,73.81,Yes
414,,,Bulgaria,2018, 7.03 ,7.032,Cfa,f,Ca," 108,560 ",64.8,2.34,75.01,59.83,5.21,64.38,21.02," 4,910 "," 34,493 "," 7,987 ",60.9,70.3,0.78,73.81,Yes
415,,,Czech Republic,1995, 10.33 ,10.331,Cfb,f,Cb," 77,270 ",133.7,2.51,74.64,48.70,4.02,68.13,13.22," 5,512 "," 56,923 "," 11,219 ",51.4,56.6,0.66,81.39,Yes
416,,,Czech Republic,1996, 10.32 ,10.323,Cfb,f,Cb," 77,270 ",133.6,2.51,74.51,49.27,3.89,68.49,13.39," 5,749 "," 59,300 "," 11,711 ",50.7,56.6,0.69,81.39,Yes
417,,,Czech Republic,1997, 10.30 ,10.314,Cfb,f,Cb," 77,270 ",133.5,2.51,74.38,51.11,4.27,68.81,13.55," 5,653 "," 58,251 "," 11,663 ",51.9,56.6,0.70,81.39,Yes
418,,,Czech Republic,1998, 10.29 ,10.297,Cfb,f,Cb," 77,270 ",133.3,2.51,74.25,50.37,5.90,69.11,13.69," 5,551 "," 57,149 "," 11,633 ",52.9,56.6,0.70,81.39,Yes
419,,,Czech Republic,1999, 10.28 ,10.291,Cfb,f,Cb," 77,270 ",133.2,2.51,74.12,50.77,8.49,69.43,13.78," 5,455 "," 56,099 "," 11,806 ",53.8,56.6,0.72,81.39,Yes
420,,,Czech Republic,2000, 10.26 ,10.251,Cfb,f,Cb," 77,270 ",132.7,2.51,73.99,50.39,8.76,69.77,13.80," 5,582 "," 57,248 "," 12,312 ",54.4,60.3,0.74,81.39,Yes
421,,,Czech Republic,2001, 10.22 ,10.212,Cfb,f,Cb," 77,270 ",132.2,2.51,73.88,49.70,7.99,70.19,13.90," 5,744 "," 58,685 "," 12,735 ",54.2,60.3,0.76,81.39,Yes
422,,,Czech Republic,2002, 10.20 ,10.197,Cfb,f,Cb," 77,270 ",132.0,2.37,73.81,49.75,7.02,70.52,13.93," 5,740 "," 58,527 "," 12,960 ",55.6,60.3,0.78,81.39,Yes
423,,,Czech Republic,2003, 10.19 ,10.204,Cfb,f,Cb," 77,270 ",132.1,2.37,73.74,49.90,7.54,70.81,13.92," 5,875 "," 59,894 "," 13,428 ",56.6,60.3,0.79,81.39,Yes
424,,,Czech Republic,2004, 10.20 ,10.183,Cfb,f,Cb," 77,260 ",131.8,2.37,73.67,48.70,8.21,71.05,13.95," 6,028 "," 61,472 "," 14,070 ",54.5,60.3,0.79,81.39,Yes
425,,,Czech Republic,2005, 10.21 ,10.221,Cfb,f,Cb," 77,260 ",132.3,2.37,73.60,47.80,7.93,71.22,14.04," 6,139 "," 62,691 "," 14,978 ",54.5,60.3,0.81,81.39,Yes
426,,,Czech Republic,2006, 10.24 ,10.232,Cfb,f,Cb," 77,250 ",132.5,2.37,73.53,46.97,7.15,71.16,14.23," 6,281 "," 64,307 "," 15,949 ",54.4,60.3,0.82,81.39,Yes
427,,,Czech Republic,2007, 10.30 ,10.289,Cfb,f,Cb," 77,250 ",133.2,2.37,73.46,46.06,5.32,71.09,14.46," 6,278 "," 64,655 "," 16,739 ",54.3,60.3,0.83,81.39,Yes
428,,,Czech Republic,2008, 10.38 ,10.379,Cfb,f,Cb," 77,250 ",134.4,2.37,73.39,47.38,4.39,70.96,14.74," 6,271 "," 65,126 "," 17,047 ",55.1,61.6,0.84,81.39,Yes
429,,,Czech Republic,2009, 10.44 ,10.442,Cfb,f,Cb," 77,250 ",135.2,2.37,73.32,48.63,6.66,70.70,15.07," 5,897 "," 61,585 "," 16,161 ",55.7,61.6,0.85,81.39,Yes
430,,,Czech Republic,2010, 10.47 ,10.484,Cfb,f,Cb," 77,240 ",135.7,2.37,73.26,49.05,7.28,70.32,15.44," 5,971 "," 62,543 "," 16,506 ",55.8,61.6,0.86,81.39,Yes
431,,,Czech Republic,2011, 10.50 ,10.494,Cfb,f,Cb," 77,240 ",135.9,2.37,73.19,49.23,6.71,69.71,15.91," 5,898 "," 61,907 "," 16,762 ",54.7,61.6,0.86,81.39,Yes
432,,,Czech Republic,2012, 10.51 ,10.497,Cfb,f,Cb," 77,230 ",135.9,2.37,73.20,49.42,6.98,69.05,16.42," 5,917 "," 62,192 "," 16,607 ",54.8,61.6,0.86,81.39,Yes
433,,,Czech Republic,2013, 10.51 ,10.515,Cfb,f,Cb," 77,220 ",136.2,2.37,73.29,49.57,6.95,68.35,16.96," 5,864 "," 61,659 "," 16,594 ",54.6,60.0,0.88,81.39,Yes
434,,,Czech Republic,2014, 10.53 ,10.519,Cfb,f,Cb," 77,220 ",136.2,2.37,73.38,48.32,6.11,67.62,17.49," 5,837 "," 61,440 "," 16,951 ",54.2,60.0,0.89,81.39,Yes
435,,,Czech Republic,2015, 10.55 ,10.560,Cfb,f,Cb," 77,210 ",136.8,2.37,73.48,47.16,5.05,66.89,17.99," 5,948 "," 62,728 "," 17,830 ",54.1,60.0,0.89,81.39,Yes
436,,,Czech Republic,2016, 10.57 ,10.560,Cfb,f,Cb," 77,220 ",136.8,2.37,73.57,47.39,3.95,66.27,18.52," 6,042 "," 63,842 "," 18,247 ",54.5,60.0,0.89,81.39,Yes
437,,,Czech Republic,2017, 10.59 ,10.587,Cfb,f,Cb," 77,210 ",137.1,2.37,73.68,47.35,2.89,65.62,19.00," 6,164 "," 65,301 "," 19,139 ",55.1,62.6,0.89,81.39,Yes
438,,,Czech Republic,2018, 10.63 ,10.623,Cfb,f,Cb," 77,200 ",137.6,2.37,73.79,47.47,2.24,64.99,19.42," 6,168 "," 65,570 "," 19,685 ",56.4,62.6,0.89,81.39,Yes
439,,,Czech Republic,2019, 10.67 ,10.676,Cfb,f,Cb," 77,200 ",138.3,2.37,73.92,46.83,2.01,64.48,19.80," 6,924 "," 73,892 "," 20,202 ",57.0,63.0,0.89,81.39,Yes
440,,,Denmark,1996, 5.26 ,5.264,Cfb,f,Cb," 42,430 ",124.1,2.30,85.01,50.17,6.84,67.24,15.18," 6,764 "," 35,602 "," 44,315 ",61.0,71.2,0.76,84.86,No
441,,,Denmark,1997, 5.28 ,5.288,Cfb,f,Cb," 42,430 ",124.6,2.30,85.03,49.94,5.40,67.08,15.10," 6,553 "," 34,631 "," 45,570 ",60.8,71.2,0.77,84.86,No
442,,,Denmark,1998, 5.30 ,5.306,Cfb,f,Cb," 42,430 ",125.0,2.20,85.06,50.14,5.04,66.94,15.02," 6,580 "," 34,901 "," 46,412 ",60.7,71.2,0.78,84.86,No
443,,,Denmark,1999, 5.32 ,5.318,Cfb,f,Cb," 42,430 ",125.3,2.20,85.09,48.75,5.14,66.80,14.94," 6,526 "," 34,729 "," 47,622 ",60.7,71.2,0.81,84.86,No
444,,,Denmark,2000, 5.34 ,5.340,Cfb,f,Cb," 42,430 ",125.9,2.20,85.10,47.06,4.48,66.68,14.85," 6,575 "," 35,110 "," 49,242 ",60.3,72.5,0.81,84.86,No
445,,,Denmark,2001, 5.36 ,5.356,Cfb,f,Cb," 42,430 ",126.2,2.20,85.15,46.71,4.16,66.56,14.88," 6,641 "," 35,588 "," 49,470 ",60.9,72.5,0.84,84.86,No
446,,,Denmark,2002, 5.38 ,5.373,Cfb,f,Cb," 42,430 ",126.6,2.20,85.25,46.94,4.27,66.44,14.90," 6,560 "," 35,264 "," 49,542 ",61.5,72.5,0.86,84.86,No
447,,,Denmark,2003, 5.39 ,5.392,Cfb,f,Cb," 42,430 ",127.1,2.20,85.36,47.25,5.40,66.33,14.94," 6,531 "," 35,208 "," 49,600 ",62.2,72.5,0.89,84.86,No
448,,,Denmark,2004, 5.40 ,5.406,Cfb,f,Cb," 42,430 ",127.4,2.20,85.57,47.73,5.20,66.23,15.02," 6,574 "," 35,529 "," 50,792 ",62.0,72.5,0.89,84.86,No
449,,,Denmark,2005, 5.42 ,5.421,Cfb,f,Cb," 42,430 ",127.8,2.10,85.86,47.79,4.83,66.12,15.15," 6,602 "," 35,781 "," 51,836 ",61.6,72.5,0.90,84.86,Yes
450,,,Denmark,2006, 5.44 ,5.434,Cfb,f,Cb," 42,430 ",128.1,2.10,86.10,47.40,3.90,65.98,15.39," 6,667 "," 36,249 "," 53,687 ",60.9,72.5,0.89,84.86,Yes
451,,,Denmark,2007, 5.46 ,5.459,Cfb,f,Cb," 42,430 ",128.7,2.10,86.29,47.49,3.80,65.84,15.66," 6,666 "," 36,405 "," 53,936 ",61.5,72.5,0.88,84.86,Yes
452,,,Denmark,2008, 5.49 ,5.494,Cfb,f,Cb," 42,430 ",129.5,2.10,86.49,47.39,3.68,65.69,15.96," 6,609 "," 36,307 "," 53,345 ",62.3,75.8,0.90,84.86,Yes
453,,,Denmark,2011, 5.57 ,5.572,Cfb,f,Cb," 42,430 ",131.3,2.10,86.96,47.91,7.77,65.16,17.03," 6,249 "," 34,809 "," 51,644 ",64.7,75.8,0.92,84.86,Yes
454,,,Denmark,2012, 5.59 ,5.593,Cfb,f,Cb," 40,000 ",139.8,2.10,87.14,48.04,7.80,64.94,17.49," 6,122 "," 34,234 "," 51,567 ",64.3,75.8,0.93,84.86,Yes
455,,,Denmark,2013, 5.61 ,5.614,Cfb,f,Cb," 40,000 ",140.3,2.10,87.29,47.69,7.38,64.69,18.03," 6,069 "," 34,075 "," 51,832 ",65.2,75.9,0.93,84.86,Yes
456,,,Denmark,2014, 5.64 ,5.641,Cfb,f,Cb," 40,000 ",141.0,2.10,87.41,47.16,6.93,64.40,18.57," 5,946 "," 33,557 "," 52,405 ",65.6,75.9,0.93,84.86,Yes
457,,,Denmark,2015, 5.68 ,5.682,Cfb,f,Cb," 40,000 ",142.1,2.10,87.53,47.11,6.28,64.11,19.05," 5,901 "," 33,536 "," 53,255 ",65.8,75.9,0.92,84.86,Yes
458,,,Denmark,2016, 5.73 ,5.731,Cfb,f,Cb," 40,000 ",143.3,2.10,87.64,46.67,5.99,63.98,19.42," 5,924 "," 33,934 "," 54,556 ",65.1,75.9,0.92,84.86,Yes
459,,,Denmark,2017, 5.76 ,5.766,Cfb,f,Cb," 40,000 ",144.1,2.10,87.76,46.36,5.83,63.85,19.66," 5,886 "," 33,934 "," 55,736 ",64.9,74.5,0.92,84.86,Yes
460,,,Denmark,2018, 5.79 ,5.792,Cfb,f,Cb," 40,000 ",144.8,2.10,87.87,46.98,5.13,63.73,19.81," 5,912 "," 34,254 "," 56,563 ",64.9,74.5,0.92,84.86,Yes
461,,,Denmark,2019, 5.81 ,5.814,Cfb,f,Cb," 40,000 ",145.3,2.10,87.99,46.59,5.02,63.63,19.97," 6,035 "," 35,089 "," 57,553 ",64.7,74.3,0.92,84.86,Yes
462,,,Germany,2002, 82.49 ,82.456,Cfb,f,Cb," 348,860 ",236.4,2.12,75.37,55.74,8.48,67.37,17.40," 6,704 "," 552,967 "," 34,869 ",63.1,70.1,0.86,82.48,Yes
463,,,Germany,2003, 82.53 ,82.566,Cfb,f,Cb," 348,810 ",236.7,2.12,75.58,56.46,9.78,67.14,17.93," 6,766 "," 558,430 "," 34,606 ",63.3,70.1,0.87,82.48,Yes
464,,,Germany,2004, 82.52 ,82.511,Cfb,f,Cb," 348,770 ",236.6,2.12,75.78,56.14,10.73,66.91,18.44," 6,863 "," 566,296 "," 35,020 ",63.2,70.1,0.89,82.48,Yes
465,,,Germany,2005, 82.47 ,82.398,Cfb,f,Cb," 348,760 ",236.3,2.12,75.98,56.54,11.17,66.72,18.87," 6,895 "," 568,656 "," 35,296 ",63.4,70.1,0.89,82.48,Yes
466,,,Germany,2006, 82.38 ,82.316,Cfb,f,Cb," 348,720 ",236.1,2.09,76.18,55.69,10.25,66.50,19.32," 6,954 "," 572,843 "," 36,685 ",62.7,70.1,0.91,82.48,Yes
467,,,Germany,2007, 82.27 ,82.280,Cfb,f,Cb," 348,670 ",236.0,2.09,76.38,53.99,8.66,66.31,19.70," 6,986 "," 574,749 "," 37,827 ",61.9,70.1,0.92,82.48,Yes
468,,,Germany,2008, 82.11 ,82.117,Cfb,f,Cb," 348,630 ",235.5,2.09,76.58,54.22,7.52,66.14,20.02," 6,977 "," 572,921 "," 38,263 ",62.2,69.3,0.92,82.48,Yes
469,,,Germany,2009, 81.90 ,81.868,Cfb,f,Cb," 348,610 ",234.8,2.09,76.77,56.44,7.74,65.99,20.30," 6,577 "," 538,669 "," 36,176 ",64.2,69.3,0.92,82.48,Yes
470,,,Germany,2010, 81.78 ,81.789,Cfb,f,Cb," 348,570 ",234.6,2.09,76.97,55.11,6.97,65.88,20.55," 6,980 "," 570,840 "," 37,746 ",62.3,69.3,0.93,82.48,Yes
471,,,Germany,2011, 80.27 ,80.251,Cfb,f,Cb," 348,560 ",230.2,2.09,77.16,54.39,5.82,65.79,20.71," 7,034 "," 564,690 "," 39,961 ",61.8,69.3,0.93,82.48,Yes
472,,,Germany,2012, 80.43 ,80.386,Cfb,f,Cb," 348,540 ",230.6,2.09,77.17,54.91,5.38,65.75,20.82," 6,997 "," 562,768 "," 40,053 ",61.7,69.3,0.93,82.48,Yes
473,,,Germany,2013, 80.65 ,80.602,Cfb,f,Cb," 348,880 ",231.0,2.09,77.18,54.56,5.23,65.73,20.94," 6,955 "," 560,914 "," 40,119 ",62.2,69.2,0.93,82.48,Yes
474,,,Germany,2014, 80.98 ,80.986,Cfb,f,Cb," 348,900 ",232.1,2.09,77.19,53.42,4.98,65.68,21.06," 6,779 "," 548,985 "," 40,835 ",62.1,69.2,0.93,82.48,Yes
475,,,Germany,2015, 81.69 ,81.685,Cfb,f,Cb," 348,860 ",234.1,2.09,77.20,52.97,4.62,65.56,21.22," 6,781 "," 553,955 "," 41,087 ",62.2,69.2,0.93,82.48,Yes
476,,,Germany,2016, 82.35 ,82.359,Cfb,f,Cb," 349,360 ",235.7,2.09,77.22,52.75,4.12,65.40,21.29," 6,748 "," 555,711 "," 41,665 ",61.8,69.2,0.94,82.48,Yes
477,,,Germany,2017, 82.66 ,82.600,Cfb,f,Cb," 349,370 ",236.4,2.09,77.26,52.11,3.75,65.18,21.37," 6,755 "," 558,342 "," 42,622 ",61.8,69.0,0.94,82.48,Yes
478,,,Germany,2018, 82.91 ,82.937,Cfb,f,Cb," 349,380 ",237.4,2.09,77.31,52.02,3.38,64.92,21.46," 6,658 "," 552,010 "," 42,956 ",62.1,69.0,0.94,82.48,Yes
479,,,Estonia,1995, 1.44 ,1.437,Dfb,f,Db," 42,390 ",33.9,2.35,70.30,55.91,9.66,65.78,13.60," 4,766 "," 6,847 "," 7,135 ",57.0,64.4,0.71,81.58,No
480,,,Estonia,1996, 1.42 ,1.416,Dfb,f,Db," 42,390 ",33.4,2.35,70.11,57.94,9.92,66.14,13.96," 5,035 "," 7,127 "," 7,599 ",57.3,64.4,0.73,81.58,No
481,,,Estonia,1997, 1.40 ,1.399,Dfb,f,Db," 42,390 ",33.0,2.35,69.92,57.98,10.37,66.46,14.25," 5,067 "," 7,091 "," 8,689 ",57.5,64.4,0.75,81.58,No
482,,,Estonia,1998, 1.39 ,1.386,Dfb,f,Db," 42,390 ",32.7,2.35,69.73,57.38,9.51,66.77,14.50," 5,157 "," 7,148 "," 9,154 ",58.8,64.4,0.77,81.58,No
483,,,Estonia,1999, 1.39 ,1.391,Dfb,f,Db," 42,390 ",32.8,2.35,69.54,56.18,11.57,67.08,14.74," 4,860 "," 6,756 "," 9,088 ",62.5,64.4,0.78,81.58,No
484,,,Estonia,2000, 1.40 ,1.397,Dfb,f,Db," 42,390 ",33.0,2.35,69.37,54.40,13.36,67.40,15.02," 4,769 "," 6,662 "," 9,956 ",60.6,66.6,0.81,81.58,No
485,,,Estonia,2001, 1.39 ,1.391,Dfb,f,Db," 42,390 ",32.8,2.63,69.24,54.78,13.13,67.55,15.41," 5,020 "," 6,968 "," 10,622 ",60.3,66.6,0.82,81.58,No
486,,,Estonia,2002, 1.38 ,1.379,Dfb,f,Db," 42,390 ",32.5,2.30,69.12,55.43,10.03,67.69,15.82," 5,034 "," 6,944 "," 11,413 ",60.0,66.6,0.83,81.58,No
487,,,Estonia,2003, 1.37 ,1.370,Dfb,f,Db," 42,390 ",32.3,2.30,68.99,55.27,11.29,67.83,16.21," 5,256 "," 7,205 "," 12,358 ",59.7,66.6,0.84,81.58,No
488,,,Estonia,2004, 1.36 ,1.362,Dfb,f,Db," 42,390 ",32.1,2.30,68.86,55.42,10.25,67.97,16.53," 5,459 "," 7,438 "," 13,277 ",59.6,66.6,0.84,81.58,No
489,,,Estonia,2005, 1.35 ,1.356,Dfb,f,Db," 42,390 ",32.0,2.30,68.74,54.36,8.03,68.09,16.76," 5,540 "," 7,506 "," 14,626 ",59.1,66.6,0.85,81.58,Yes
490,,,Estonia,2006, 1.35 ,1.347,Dfb,f,Db," 42,390 ",31.8,2.30,68.61,54.14,5.91,68.00,16.99," 5,924 "," 7,979 "," 16,149 ",57.9,66.6,0.85,81.58,Yes
491,,,Estonia,2007, 1.34 ,1.341,Dfb,f,Db," 42,390 ",31.6,2.30,68.48,52.41,4.59,67.92,17.16," 6,365 "," 8,534 "," 17,452 ",57.1,66.6,0.86,81.58,Yes
492,,,Estonia,2008, 1.34 ,1.337,Dfb,f,Db," 42,390 ",31.5,2.30,68.35,53.31,5.45,67.80,17.27," 6,400 "," 8,557 "," 16,601 ",59.6,68.8,0.86,81.58,Yes
493,,,Estonia,2009, 1.33 ,1.333,Dfb,f,Db," 42,390 ",31.5,2.30,68.22,53.34,13.55,67.61,17.38," 5,969 "," 7,966 "," 14,200 ",60.8,68.8,0.86,81.58,Yes
494,,,Estonia,2010, 1.33 ,1.331,Dfb,f,Db," 42,390 ",31.4,2.30,68.09,52.43,16.71,67.34,17.52," 6,367 "," 8,478 "," 14,580 ",59.9,68.8,0.87,81.58,Yes
495,,,Estonia,2011, 1.33 ,1.326,Dfb,f,Db," 42,390 ",31.3,2.30,67.97,50.25,12.33,66.92,17.74," 6,106 "," 8,105 "," 15,686 ",58.3,68.8,0.88,81.58,Yes
496,,,Estonia,2012, 1.32 ,1.325,Dfb,f,Db," 42,390 ",31.3,2.30,67.97,50.79,10.02,66.49,17.98," 6,265 "," 8,287 "," 16,251 ",58.8,68.8,0.88,81.58,Yes
497,,,Estonia,2013, 1.32 ,1.317,Dfb,f,Db," 43,470 ",30.3,2.30,68.12,51.44,8.63,66.03,18.26," 6,248 "," 8,235 "," 16,547 ",59.2,69.4,0.88,81.58,Yes
498,,,Estonia,2014, 1.31 ,1.317,Dfb,f,Db," 43,470 ",30.3,2.30,68.27,50.63,7.35,65.55,18.54," 6,283 "," 8,259 "," 17,090 ",59.3,69.4,0.87,81.58,Yes
499,,,Estonia,2015, 1.32 ,1.318,Dfb,f,Db," 43,470 ",30.3,2.30,68.42,51.40,6.19,65.05,18.82," 6,186 "," 8,137 "," 17,395 ",60.0,69.4,0.88,81.58,Yes
500,,,Estonia,2016, 1.32 ,1.314,Dfb,f,Db," 43,470 ",30.2,2.30,68.56,51.47,6.76,64.81,19.06," 6,382 "," 8,397 "," 17,939 ",60.0,69.4,0.88,81.58,Yes
501,,,Estonia,2017, 1.32 ,1.318,Dfb,f,Db," 43,470 ",30.3,2.30,68.72,50.22,5.76,64.46,19.31," 6,463 "," 8,514 "," 18,955 ",60.4,70.6,0.88,81.58,Yes
502,,,Estonia,2018, 1.32 ,1.321,Dfb,f,Db," 43,470 ",30.4,2.30,68.88,50.16,5.37,64.02,19.63," 6,835 "," 9,036 "," 19,670 ",60.7,70.6,0.88,81.58,Yes
503,,,Estonia,2019, 1.33 ,1.328,Dfb,f,Db," 43,470 ",30.5,2.30,69.05,49.83,4.45,63.54,19.99," 7,367 "," 9,775 "," 20,400 ",61.3,71.8,0.88,81.58,Yes
504,,,Ireland,1995, 3.61 ,3.609,Cfb,f,Cb," 68,890 ",52.4,3.14,57.95,52.41,11.98,64.81,10.86," 4,557 "," 16,444 "," 27,988 ",55.8,61.8,0.71,80.96,Yes
505,,,Ireland,1996, 3.64 ,3.636,Cfb,f,Cb," 68,890 ",52.8,3.14,58.17,52.73,11.72,65.55,10.77," 4,832 "," 17,575 "," 29,814 ",56.0,61.8,0.71,80.96,Yes
506,,,Ireland,1997, 3.67 ,3.676,Cfb,f,Cb," 68,890 ",53.4,3.02,58.42,50.19,10.20,66.28,10.69," 5,019 "," 18,439 "," 32,768 ",55.5,61.8,0.72,80.96,Yes
507,,,Ireland,1998, 3.71 ,3.713,Cfb,f,Cb," 68,890 ",53.9,3.02,58.66,48.57,7.70,66.96,10.62," 5,302 "," 19,686 "," 35,268 ",55.7,61.8,0.80,80.96,Yes
508,,,Ireland,1999, 3.75 ,3.757,Cfb,f,Cb," 68,890 ",54.5,3.02,58.91,47.45,5.80,67.55,10.56," 5,530 "," 20,763 "," 38,542 ",55.2,61.8,0.81,80.96,Yes
